,Run,Assay Type,BioProject,BioSample,Center Name,Consent,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,culture_collection,AvgSpotLen,Bases,Coriell_panel,Family_Id,HapMap_sample_ID,Coriell_plate,relationship_type,local_family_id,Relationship,type,sample_type,local_id,AssemblyName,cell_line,cell_type,Collection,ETHNICITY,family_role,RACE,Tag,relationship_type_(unrel_,_duo,_trio),Chinese_Code,dna_source,fosmid_library_source,isolate,tissue-type,fosmid_library_name,bio_material,bio-material,Gene,Karyotype,Mutation,subject_id,ENA_first_public,ENA-LAST-UPDATE
22315,ERR3242340,WGS,PRJEB31736,SAMN00630253,NYGC,public,HG02537,2019-03-22,2019-03-22,ERX3269355,Illumina NovaSeq 6000,HG02537,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Caribbean in Barbados,ACB,2019-03-25T00:00:00Z,HG02537,female,ERP114329,AFR,African,12713763348.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T22:53:00Z,1.0,Coriell:HG02537,300.0,116005059900.0,MGP00016,BB61,,,unrel,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22715,ERR3242740,WGS,PRJEB31736,SAMN01091051,NYGC,public,HG02541,2019-03-22,2019-03-22,ERX3269755,Illumina NovaSeq 6000,HG02541,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Caribbean in Barbados,ACB,2019-03-25T00:00:00Z,HG02541,male,ERP114329,AFR,African,10992975687.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T14:16:00Z,1.0,Coriell:HG02541,300.0,112738983600.0,,BB63,,,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22716,ERR3242741,WGS,PRJEB31736,SAMN01091052,NYGC,public,HG02545,2019-03-22,2019-03-22,ERX3269756,Illumina NovaSeq 6000,HG02545,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Caribbean in Barbados,ACB,2019-03-25T00:00:00Z,HG02545,male,ERP114329,AFR,African,9849618741.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T14:14:00Z,1.0,Coriell:HG02545,300.0,100687186200.0,,BB64,,,father,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22717,ERR3242742,WGS,PRJEB31736,SAMN01091053,NYGC,public,HG02546,2019-03-22,2019-03-22,ERX3269757,Illumina NovaSeq 6000,HG02546,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Caribbean in Barbados,ACB,2019-03-25T00:00:00Z,HG02546,female,ERP114329,AFR,African,10678419183.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T14:33:00Z,1.0,Coriell:HG02546,300.0,112771553100.0,,BB64,,,mother,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22718,ERR3242743,WGS,PRJEB31736,SAMN01091054,NYGC,public,HG02549,2019-03-22,2019-03-22,ERX3269758,Illumina NovaSeq 6000,HG02549,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Caribbean in Barbados,ACB,2019-03-25T00:00:00Z,HG02549,female,ERP114329,AFR,African,11289366150.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T23:56:00Z,1.0,Coriell:HG02549,300.0,117929736900.0,,BB65,,,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22719,ERR3242744,WGS,PRJEB31736,SAMN01091055,NYGC,public,HG02554,2019-03-22,2019-03-22,ERX3269759,Illumina NovaSeq 6000,HG02554,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Caribbean in Barbados,ACB,2019-03-25T00:00:00Z,HG02554,male,ERP114329,AFR,African,13275275922.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T15:45:00Z,1.0,Coriell:HG02554,300.0,129546822000.0,,BB67,,,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22720,ERR3242745,WGS,PRJEB31736,SAMN01091056,NYGC,public,HG02555,2019-03-22,2019-03-22,ERX3269760,Illumina NovaSeq 6000,HG02555,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Caribbean in Barbados,ACB,2019-03-25T00:00:00Z,HG02555,female,ERP114329,AFR,African,10803270053.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T22:50:00Z,1.0,Coriell:HG02555,300.0,117027212700.0,,BB67,,,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22721,ERR3242746,WGS,PRJEB31736,SAMN01091057,NYGC,public,HG02557,2019-03-22,2019-03-22,ERX3269761,Illumina NovaSeq 6000,HG02557,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Caribbean in Barbados,ACB,2019-03-25T00:00:00Z,HG02557,male,ERP114329,AFR,African,10858981809.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T14:16:00Z,1.0,Coriell:HG02557,300.0,109318283400.0,,BB68,,,father,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22722,ERR3242747,WGS,PRJEB31736,SAMN01091058,NYGC,public,HG02558,2019-03-22,2019-03-22,ERX3269762,Illumina NovaSeq 6000,HG02558,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Caribbean in Barbados,ACB,2019-03-25T00:00:00Z,HG02558,female,ERP114329,AFR,African,11083770181.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T16:15:00Z,1.0,Coriell:HG02558,300.0,113565580800.0,,BB68,,,mother,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22336,ERR3242361,WGS,PRJEB31736,SAMN00779936,NYGC,public,HG02561,2019-03-22,2019-03-22,ERX3269376,Illumina NovaSeq 6000,HG02561,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02561,male,ERP114329,AFR,African,13045546803.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T22:41:00Z,1.0,Coriell:HG02561,300.0,123769234200.0,MGP00019,GB18,,,trio,G206,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22337,ERR3242362,WGS,PRJEB31736,SAMN00779937,NYGC,public,HG02562,2019-03-22,2019-03-22,ERX3269377,Illumina NovaSeq 6000,HG02562,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02562,female,ERP114329,AFR,African,13448903455.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T08:09:00Z,1.0,Coriell:HG02562,300.0,128809626900.0,MGP00019,GB18,,,trio,G206,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22915,ERR3242940,WGS,PRJEB31736,SAMN01761208,NYGC,public,HG02568,2019-03-22,2019-03-22,ERX3269955,Illumina NovaSeq 6000,HG02568,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02568,female,ERP114329,AFR,African,10406439213.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-31T13:58:00Z,1.0,Coriell:HG02568,300.0,107073410700.0,MGP00019,GB20,,,mother,GB20,,trio,LCL,G208,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22338,ERR3242363,WGS,PRJEB31736,SAMN00779939,NYGC,public,HG02570,2019-03-22,2019-03-22,ERX3269378,Illumina NovaSeq 6000,HG02570,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02570,male,ERP114329,AFR,African,11180693055.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T08:55:00Z,1.0,Coriell:HG02570,300.0,114094350600.0,MGP00019,GB21,,,trio,G209,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22339,ERR3242364,WGS,PRJEB31736,SAMN00779940,NYGC,public,HG02571,2019-03-22,2019-03-22,ERX3269379,Illumina NovaSeq 6000,HG02571,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02571,female,ERP114329,AFR,African,10825986047.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T22:41:00Z,1.0,Coriell:HG02571,300.0,113179065300.0,MGP00019,GB21,,,trio,G209,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22340,ERR3242365,WGS,PRJEB31736,SAMN00779942,NYGC,public,HG02573,2019-03-22,2019-03-22,ERX3269380,Illumina NovaSeq 6000,HG02573,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02573,male,ERP114329,AFR,African,13019551764.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T16:32:00Z,1.0,Coriell:HG02573,300.0,131991539400.0,MGP00019,GB22,,,trio,G210,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22341,ERR3242366,WGS,PRJEB31736,SAMN00779943,NYGC,public,HG02574,2019-03-22,2019-03-22,ERX3269381,Illumina NovaSeq 6000,HG02574,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02574,female,ERP114329,AFR,African,10824347257.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T23:58:00Z,1.0,Coriell:HG02574,300.0,107286851700.0,MGP00019,GB22,,,trio,G210,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22723,ERR3242748,WGS,PRJEB31736,SAMN01091059,NYGC,public,HG02577,2019-03-22,2019-03-22,ERX3269763,Illumina NovaSeq 6000,HG02577,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Caribbean in Barbados,ACB,2019-03-25T00:00:00Z,HG02577,female,ERP114329,AFR,African,13919252827.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T22:21:00Z,1.0,Coriell:HG02577,300.0,122595252300.0,,BB69,,,mother,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22724,ERR3242749,WGS,PRJEB31736,SAMN01091060,NYGC,public,HG02580,2019-03-22,2019-03-22,ERX3269764,Illumina NovaSeq 6000,HG02580,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,African Caribbean in Barbados,ACB,2019-03-25T00:00:00Z,HG02580,female,ERP114329,AFR,African,10913315889.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T16:27:00Z,1.0,Coriell:HG02580,300.0,110251112700.0,,BB70,,,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22342,ERR3242367,WGS,PRJEB31736,SAMN00779945,NYGC,public,HG02582,2019-03-22,2019-03-22,ERX3269382,Illumina NovaSeq 6000,HG02582,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02582,male,ERP114329,AFR,African,10714613354.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T05:06:00Z,1.0,Coriell:HG02582,300.0,109751469900.0,MGP00019,GB23,,,trio,G211,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22343,ERR3242368,WGS,PRJEB31736,SAMN00779946,NYGC,public,HG02583,2019-03-22,2019-03-22,ERX3269383,Illumina NovaSeq 6000,HG02583,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02583,female,ERP114329,AFR,African,14741286332.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T23:35:00Z,1.0,Coriell:HG02583,300.0,143070139500.0,MGP00019,GB23,,,trio,G211,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22344,ERR3242369,WGS,PRJEB31736,SAMN00779948,NYGC,public,HG02585,2019-03-22,2019-03-22,ERX3269384,Illumina NovaSeq 6000,HG02585,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02585,male,ERP114329,AFR,African,10644193127.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T21:47:00Z,1.0,Coriell:HG02585,300.0,99862128600.0,MGP00019,GB24,,,trio,G212,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22345,ERR3242370,WGS,PRJEB31736,SAMN00779949,NYGC,public,HG02586,2019-03-22,2019-03-22,ERX3269385,Illumina NovaSeq 6000,HG02586,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02586,female,ERP114329,AFR,African,10999009706.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T00:47:00Z,1.0,Coriell:HG02586,300.0,110742389100.0,MGP00019,GB24,,,trio,G212,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22346,ERR3242371,WGS,PRJEB31736,SAMN00779951,NYGC,public,HG02588,2019-03-22,2019-03-22,ERX3269386,Illumina NovaSeq 6000,HG02588,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02588,male,ERP114329,AFR,African,11120126562.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T22:14:00Z,1.0,Coriell:HG02588,300.0,112799825700.0,MGP00019,GB25,,,trio,G213,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22347,ERR3242372,WGS,PRJEB31736,SAMN00779952,NYGC,public,HG02589,2019-03-22,2019-03-22,ERX3269387,Illumina NovaSeq 6000,HG02589,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02589,female,ERP114329,AFR,African,14901316086.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T07:20:00Z,1.0,Coriell:HG02589,300.0,150039463200.0,MGP00019,GB25,,,trio,G213,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22348,ERR3242373,WGS,PRJEB31736,SAMN00779954,NYGC,public,HG02594,2019-03-22,2019-03-22,ERX3269388,Illumina NovaSeq 6000,HG02594,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02594,male,ERP114329,AFR,African,10138850873.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T00:48:00Z,1.0,Coriell:HG02594,300.0,106222846800.0,MGP00019,GB27,,,trio,G215,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22349,ERR3242374,WGS,PRJEB31736,SAMN00779955,NYGC,public,HG02595,2019-03-22,2019-03-22,ERX3269389,Illumina NovaSeq 6000,HG02595,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02595,female,ERP114329,AFR,African,11017244681.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T02:17:00Z,1.0,Coriell:HG02595,300.0,113670858000.0,MGP00019,GB27,,,trio,G215,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
23014,ERR3243039,WGS,PRJEB31736,SAMN01761408,NYGC,public,HG02597,2019-03-22,2019-03-22,ERX3270054,Illumina NovaSeq 6000,HG02597,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Punjabi in Lahore, Pakistan",PJL,2019-03-25T00:00:00Z,HG02597,male,ERP114329,SAS,South Asian,10402987042.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-31T08:11:00Z,1.0,Coriell:HG02597,300.0,110622807000.0,MGP00020,PK08,,,father,PK08,,duo,Blood,PG08,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22374,ERR3242399,WGS,PRJEB31736,SAMN00779993,NYGC,public,HG02600,2019-03-22,2019-03-22,ERX3269414,Illumina NovaSeq 6000,HG02600,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Punjabi in Lahore, Pakistan",PJL,2019-03-25T00:00:00Z,HG02600,male,ERP114329,SAS,South Asian,10881337516.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T01:41:00Z,1.0,Coriell:HG02600,300.0,116925575700.0,MGP00020,PK09,,,trio,GP9,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22375,ERR3242400,WGS,PRJEB31736,SAMN00779994,NYGC,public,HG02601,2019-03-22,2019-03-22,ERX3269415,Illumina NovaSeq 6000,HG02601,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Punjabi in Lahore, Pakistan",PJL,2019-03-25T00:00:00Z,HG02601,female,ERP114329,SAS,South Asian,10346072937.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T00:14:00Z,1.0,Coriell:HG02601,300.0,110027906100.0,MGP00020,PK09,,,trio,GP9,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22376,ERR3242401,WGS,PRJEB31736,SAMN00779996,NYGC,public,HG02603,2019-03-22,2019-03-22,ERX3269416,Illumina NovaSeq 6000,HG02603,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Punjabi in Lahore, Pakistan",PJL,2019-03-25T00:00:00Z,HG02603,male,ERP114329,SAS,South Asian,10475721376.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T08:21:00Z,1.0,CORIELL:HG02603,300.0,111428985300.0,MGP00020,PK10,,,trio,GP10,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22377,ERR3242402,WGS,PRJEB31736,SAMN00779997,NYGC,public,HG02604,2019-03-22,2019-03-22,ERX3269417,Illumina NovaSeq 6000,HG02604,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Punjabi in Lahore, Pakistan",PJL,2019-03-25T00:00:00Z,HG02604,female,ERP114329,SAS,South Asian,10925550678.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T07:03:00Z,1.0,CORIELL:HG02604,300.0,110060171700.0,MGP00020,PK10,,,trio,GP10,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22392,ERR3242417,WGS,PRJEB31736,SAMN01036703,NYGC,public,HG02610,2019-03-22,2019-03-22,ERX3269432,Illumina NovaSeq 6000,HG02610,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02610,male,ERP114329,AFR,African,11464348553.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T01:21:00Z,1.0,Coriell:HG02610,300.0,105784526700.0,MGP00019,GB28,,,trio,G223,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22393,ERR3242418,WGS,PRJEB31736,SAMN01036704,NYGC,public,HG02611,2019-03-22,2019-03-22,ERX3269433,Illumina NovaSeq 6000,HG02611,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02611,female,ERP114329,AFR,African,11381670886.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T07:39:00Z,1.0,Coriell:HG02611,300.0,110290712100.0,MGP00019,GB28,,,trio,G223,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22350,ERR3242375,WGS,PRJEB31736,SAMN00779957,NYGC,public,HG02613,2019-03-22,2019-03-22,ERX3269390,Illumina NovaSeq 6000,HG02613,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02613,male,ERP114329,AFR,African,10953159317.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T00:31:00Z,1.0,Coriell:HG02613,300.0,113812818000.0,MGP00019,GB29,,,trio,G224,,,,,JTFH01,,,,,,,,,,http://ccr.coriell.org/Sections/Collections/,,,,,,,,,,,,,,
22351,ERR3242376,WGS,PRJEB31736,SAMN00779958,NYGC,public,HG02614,2019-03-22,2019-03-22,ERX3269391,Illumina NovaSeq 6000,HG02614,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02614,female,ERP114329,AFR,African,10797937898.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T23:31:00Z,1.0,Coriell:HG02614,300.0,108276723900.0,MGP00019,GB29,,,trio,G224,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22352,ERR3242377,WGS,PRJEB31736,SAMN00779960,NYGC,public,HG02620,2019-03-22,2019-03-22,ERX3269392,Illumina NovaSeq 6000,HG02620,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02620,male,ERP114329,AFR,African,10671498748.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T23:12:00Z,1.0,Coriell:HG02620,300.0,110746094700.0,MGP00019,GB31,,,trio,G227,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22353,ERR3242378,WGS,PRJEB31736,SAMN00779961,NYGC,public,HG02621,2019-03-22,2019-03-22,ERX3269393,Illumina NovaSeq 6000,HG02621,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02621,female,ERP114329,AFR,African,10747425709.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T07:34:00Z,1.0,Coriell:HG02621,300.0,106922544600.0,MGP00019,GB31,,,trio,G227,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22354,ERR3242379,WGS,PRJEB31736,SAMN00779963,NYGC,public,HG02623,2019-03-22,2019-03-22,ERX3269394,Illumina NovaSeq 6000,HG02623,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02623,male,ERP114329,AFR,African,10706466795.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T23:28:00Z,1.0,,300.0,110809345800.0,MGP00019,GB32,,,trio,G228,,,,,JTFH01,,,,,,,,,,,,HG02623,B-lymphocyte cell-line,,,CORIELL:HG02623,,,,,,,,
22355,ERR3242380,WGS,PRJEB31736,SAMN00779964,NYGC,public,HG02624,2019-03-22,2019-03-22,ERX3269395,Illumina NovaSeq 6000,HG02624,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02624,female,ERP114329,AFR,African,14712535290.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T16:58:00Z,1.0,Coriell:HG02624,300.0,145446337200.0,MGP00019,GB32,,,trio,G228,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22356,ERR3242381,WGS,PRJEB31736,SAMN00779966,NYGC,public,HG02628,2019-03-22,2019-03-22,ERX3269396,Illumina NovaSeq 6000,HG02628,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02628,male,ERP114329,AFR,African,10842310575.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T23:33:00Z,1.0,Coriell:HG02628,300.0,110536405800.0,MGP00019,GB33,,,trio,G229,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22357,ERR3242382,WGS,PRJEB31736,SAMN00779967,NYGC,public,HG02629,2019-03-22,2019-03-22,ERX3269397,Illumina NovaSeq 6000,HG02629,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02629,female,ERP114329,AFR,African,10769947617.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-29T23:26:00Z,1.0,Coriell:HG02629,300.0,109866453300.0,MGP00019,GB33,,,trio,G229,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
22394,ERR3242419,WGS,PRJEB31736,SAMN01036706,NYGC,public,HG02634,2019-03-22,2019-03-22,ERX3269434,Illumina NovaSeq 6000,HG02634,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Gambian in Western Division - Mandinka,GWD,2019-03-25T00:00:00Z,HG02634,male,ERP114329,AFR,African,13057694063.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-30T01:28:00Z,1.0,Coriell:HG02634,300.0,122972480700.0,MGP00019,GB35,,,trio,G231,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
